osmid,name,coordinates
1253638836,Avenue de la République,"[(2.3689013, 48.8663808), (2.3688145, 48.8663959), (2.3685599, 48.8664343)]"
1253638837,Boulevard Richard-Lenoir,"[(2.3689638, 48.8663167), (2.3690082, 48.8662634), (2.3690554, 48.8662048)]"
1253638838,Boulevard Jules Ferry,"[(2.368828, 48.8664919), (2.3688787, 48.8664108), (2.3689013, 48.8663808), (2.3689638, 48.8663167)]"
1253638839,Avenue de la République,"[(2.3691264, 48.8662423), (2.3694907, 48.8661761)]"
1253638840,Avenue de la République,"[(2.3695838, 48.8661557), (2.3696951, 48.8661279), (2.3698764, 48.8660825)]"
1253638841,Avenue de la République,"[(2.3694081, 48.8662855), (2.3689013, 48.8663808)]"
1253638842,Avenue de la République,"[(2.3697764, 48.8662186), (2.3695993, 48.8662504), (2.3694963, 48.8662701), (2.3694081, 48.8662855)]"
1253638843,Avenue de la République,"[(2.3701446, 48.866147), (2.3701009, 48.8661552), (2.3697764, 48.8662186)]"
1253638844,Avenue de la République,"[(2.3705473, 48.8660704), (2.3702667, 48.8661237), (2.3701446, 48.866147)]"
1253638846,Avenue de la République,"[(2.3722055, 48.8657594), (2.3711616, 48.8659558), (2.3711296, 48.8659613)]"
1253638847,Avenue de la République,"[(2.3727818, 48.8656511), (2.3723838, 48.8657259), (2.3722055, 48.8657594)]"
1253638848,Avenue de la République,"[(2.3707115, 48.8659381), (2.3711138, 48.8658621), (2.3714695, 48.8657949)]"
1253638849,Avenue de la République,"[(2.3721582, 48.8656668), (2.3724585, 48.8656109), (2.3725227, 48.8655991), (2.3727501, 48.8655556)]"
1254072417,Boulevard Voltaire,"[(2.3767984, 48.8598595), (2.3757479, 48.8604864), (2.3756074, 48.8605703), (2.3754373, 48.8606734)]"
1254072418,Boulevard Voltaire,"[(2.3754373, 48.8606734), (2.3753566, 48.8607215), (2.3753095, 48.8607498)]"
1254072419,Boulevard Voltaire,"[(2.37551, 48.8604581), (2.3756114, 48.8603991), (2.376653, 48.8597926)]"
1254072420,Boulevard Voltaire,"[(2.375308, 48.8605816), (2.3753919, 48.8605316), (2.3754683, 48.860484), (2.37551, 48.8604581)]"
1254072421,Boulevard Voltaire,"[(2.3753095, 48.8607498), (2.3749084, 48.8609906)]"
1254072422,Boulevard Voltaire,"[(2.3749084, 48.8609906), (2.3748533, 48.8610237), (2.3747494, 48.8610847), (2.3746665, 48.8611338)]"
1254072423,Boulevard Voltaire,"[(2.3730576, 48.862087), (2.3729825, 48.8621335), (2.3729034, 48.8621827)]"
1254072424,Boulevard Voltaire,"[(2.370279, 48.863742), (2.3701903, 48.8637955), (2.3700666, 48.8638692)]"
1254072425,Boulevard Voltaire,"[(2.3692603, 48.8643495), (2.3692381, 48.8643628), (2.3691591, 48.8644098), (2.3689336, 48.8645421)]"
1254072426,Boulevard Voltaire,"[(2.3689686, 48.8643652), (2.3691443, 48.8642586), (2.3699221, 48.8637999), (2.3699308, 48.8637947)]"
1254072427,Boulevard Voltaire,"[(2.3688045, 48.864463), (2.3688868, 48.8644139), (2.3689686, 48.8643652)]"
1254876949,Boulevard Voltaire,"[(2.3676698, 48.8652965), (2.3672095, 48.8655658), (2.366562, 48.8659602), (2.3665397, 48.8659736)]"
1254876950,Boulevard Voltaire,"[(2.3679938, 48.8650913), (2.3678942, 48.8651665), (2.3678406, 48.8652025), (2.3677605, 48.865245), (2.3676698, 48.8652965)]"
1254876951,Boulevard Voltaire,"[(2.3664126, 48.8658867), (2.366904, 48.8655912)]"
1254876952,Boulevard Voltaire,"[(2.3674858, 48.8652485), (2.3675284, 48.865223), (2.3676443, 48.8651599), (2.3677317, 48.8651053), (2.3678273, 48.865046)]"
1254876953,Boulevard Voltaire,"[(2.3664253, 48.86604), (2.3662739, 48.866132)]"
1254876954,Boulevard Voltaire,"[(2.3665397, 48.8659736), (2.3664253, 48.86604)]"
1254876955,Boulevard Voltaire,"[(2.3661451, 48.8660484), (2.366232, 48.8659974)]"
1254876956,Boulevard Voltaire,"[(2.366232, 48.8659974), (2.3664126, 48.8658867)]"
1254876957,Boulevard Voltaire,"[(2.3803838, 48.8575694), (2.3804099, 48.8575486), (2.3807965, 48.857314), (2.3809363, 48.8572313), (2.3819324, 48.8566408), (2.382129, 48.8565265), (2.3821677, 48.856504), (2.3826398, 48.8562209)]"
1254876958,Boulevard Voltaire,"[(2.3826398, 48.8562209), (2.3827415, 48.8561599), (2.3828432, 48.8560991)]"
1254876959,Boulevard Voltaire,"[(2.3828185, 48.8562771), (2.3823077, 48.856583), (2.3822471, 48.8566188), (2.3810676, 48.857315), (2.3809097, 48.857408), (2.3806295, 48.8575761), (2.3806099, 48.857606), (2.3805978, 48.8576246)]"
1254876960,Boulevard Voltaire,"[(2.3829689, 48.8561865), (2.3829005, 48.856228), (2.3828185, 48.8562771)]"
1254876961,Boulevard Voltaire,"[(2.3850986, 48.8547521), (2.3852164, 48.8546799)]"
1254876962,Boulevard Voltaire,"[(2.3852164, 48.8546799), (2.3853473, 48.8545997)]"
1254876963,Boulevard Voltaire,"[(2.3855784, 48.8546392), (2.3854315, 48.8547209)]"
1254876964,Boulevard Voltaire,"[(2.3854315, 48.8547209), (2.3853001, 48.8548011)]"
1255230920,Boulevard Voltaire,"[(2.3892311, 48.8522878), (2.3895266, 48.8521125), (2.389684, 48.8520179), (2.3899259, 48.8518732), (2.3899992, 48.8518284), (2.3905565, 48.8514975), (2.3911512, 48.851135), (2.3921283, 48.8505517), (2.3921889, 48.8505145)]"
1255230921,Boulevard Voltaire,"[(2.3889684, 48.8524402), (2.389044, 48.8523946), (2.3892311, 48.8522878)]"
1255230922,Boulevard Voltaire,"[(2.3921889, 48.8505145), (2.3923876, 48.8503969), (2.3925184, 48.85032)]"
1255230923,Boulevard Voltaire,"[(2.3925184, 48.85032), (2.3927175, 48.8502011)]"
1255230924,Boulevard Voltaire,"[(2.3926928, 48.8503929), (2.3926443, 48.8504211)]"
1255230925,Boulevard Voltaire,"[(2.3926443, 48.8504211), (2.3925634, 48.8504694)]"
1255287001,Rue du Faubourg Saint-Antoine,"[(2.3943563, 48.8486112), (2.3942562, 48.8486777), (2.3929756, 48.8488738), (2.3925255, 48.848939), (2.3922526, 48.8489786), (2.3921448, 48.8489942)]"
1255287002,Rue du Faubourg Saint-Antoine,"[(2.3921448, 48.8489942), (2.3920247, 48.8490116), (2.3919327, 48.8490256), (2.3917201, 48.8490579)]"
1255287003,Rue du Faubourg Saint-Antoine,"[(2.3922842, 48.8488722), (2.3929416, 48.8487765), (2.3942222, 48.8485847), (2.3943563, 48.8486112)]"
1255287004,Rue du Faubourg Saint-Antoine,"[(2.3919413, 48.8489251), (2.3920646, 48.8489057), (2.3922842, 48.8488722)]"
1255287005,Rue du Faubourg Saint-Antoine,"[(2.3895797, 48.8492812), (2.3901727, 48.8491891), (2.3902506, 48.8491777), (2.3914694, 48.8489923), (2.3915457, 48.8489818), (2.3917337, 48.8489577), (2.3919413, 48.8489251)]"
1255287006,Rue du Faubourg Saint-Antoine,"[(2.3893985, 48.8493091), (2.3894744, 48.8492976), (2.3895797, 48.8492812)]"
1255287007,Rue du Faubourg Saint-Antoine,"[(2.3849738, 48.8500959), (2.3847782, 48.8501259), (2.3846608, 48.8501491), (2.3844654, 48.8501858), (2.3843885, 48.8501967), (2.3843448, 48.8502006), (2.3843227, 48.8501951), (2.3842019, 48.8501672)]"
1255287008,Rue du Faubourg Saint-Antoine,"[(2.3830698, 48.8502303), (2.3830924, 48.8502286), (2.3832031, 48.8502183), (2.3836443, 48.8501739), (2.3837965, 48.8501536), (2.3841047, 48.8501048), (2.3841638, 48.8500971), (2.3842, 48.8500944)]"
1255287009,Rue du Faubourg Saint-Antoine,"[(2.3828153, 48.850249), (2.3830698, 48.8502303)]"
1255287010,Rue du Faubourg Saint-Antoine,"[(2.3815238, 48.8503398), (2.3819038, 48.8503045), (2.3819531, 48.8502999), (2.3822435, 48.8502909), (2.3826874, 48.8502573), (2.3827786, 48.8502511), (2.3828153, 48.850249)]"
1255287011,Rue du Faubourg Saint-Antoine,"[(2.3812375, 48.8503511), (2.3813696, 48.8503421), (2.3815238, 48.8503398)]"
1255517324,Boulevard Garibaldi,"[(2.3093799, 48.8458357), (2.3089907, 48.8459454), (2.3089317, 48.845948), (2.308733, 48.846004)]"
1255517325,Boulevard Garibaldi,"[(2.3086472, 48.8460295), (2.3085642, 48.8460557), (2.3083651, 48.8461154)]"
1255517326,Boulevard Garibaldi,"[(2.3107728, 48.8454414), (2.3104217, 48.8455406), (2.3103365, 48.8455258)]"
1255517327,Boulevard Garibaldi,"[(2.3097115, 48.8457322), (2.3095455, 48.8457855), (2.3093799, 48.8458357)]"
1255517328,Boulevard Garibaldi,"[(2.3100809, 48.845595), (2.3100437, 48.8456273), (2.309932, 48.8456594), (2.3097115, 48.8457322)]"
1255580002,Rue du Faubourg Saint-Antoine,"[(2.376282, 48.85121), (2.3763857, 48.8511853), (2.3764868, 48.8511597), (2.376783, 48.8510887), (2.377107, 48.8510113)]"
1255580003,Rue du Faubourg Saint-Antoine,"[(2.3783736, 48.8507007), (2.3785138, 48.8506663), (2.3786662, 48.8506274)]"
1255580004,Rue du Faubourg Saint-Antoine,"[(2.3786662, 48.8506274), (2.3787758, 48.8505995), (2.3789205, 48.8505859)]"
1255580005,Rue du Faubourg Saint-Antoine,"[(2.3789205, 48.8505859), (2.3792522, 48.8505299)]"
1255580006,Rue du Faubourg Saint-Antoine,"[(2.3792522, 48.8505299), (2.3793715, 48.8505127), (2.3794951, 48.8504967)]"
1255580007,Rue du Faubourg Saint-Antoine,"[(2.3700577, 48.8532203), (2.3701502, 48.8532192)]"
1255584412,Boulevard Richard-Lenoir,"[(2.3703151, 48.8552687), (2.3703609, 48.8553703)]"
1255584413,Boulevard Richard-Lenoir,"[(2.3702142, 48.8550458), (2.3702933, 48.8552202), (2.3703151, 48.8552687)]"
1255584414,Boulevard Richard-Lenoir,"[(2.3703609, 48.8553703), (2.370399, 48.8554547)]"
1255584415,Boulevard Richard-Lenoir,"[(2.370399, 48.8554547), (2.3704398, 48.8555446)]"
1255584416,Boulevard Richard-Lenoir,"[(2.3699523, 48.8554841), (2.3699453, 48.8554681)]"
1255584417,Boulevard Richard-Lenoir,"[(2.3699975, 48.8556132), (2.3699639, 48.8555171)]"
1256594042,Boulevard Kellermann,"[(2.3567554, 48.8200798), (2.3559644, 48.8206958), (2.3559415, 48.8207136), (2.3559163, 48.8207242), (2.3558396, 48.8207508)]"
1256594043,Boulevard Kellermann,"[(2.3568709, 48.8199878), (2.3568177, 48.8200313), (2.3567554, 48.8200798)]"
1256594045,Boulevard Kellermann,"[(2.3558396, 48.8207508), (2.3557855, 48.8207696), (2.3557443, 48.820785)]"
1256594046,Boulevard Kellermann,"[(2.3506704, 48.8210628), (2.3506195, 48.8210489), (2.3505357, 48.8210261)]"
1256594048,Boulevard Kellermann,"[(2.3459881, 48.819779), (2.3459434, 48.8197653), (2.3458665, 48.8197416), (2.3453448, 48.8195962), (2.3452237, 48.8195686), (2.3451033, 48.819554), (2.3447592, 48.8195426), (2.3447181, 48.8195441), (2.3446957, 48.8195459), (2.3446762, 48.8195448)]"
1256594049,Boulevard Kellermann,"[(2.346146, 48.8198264), (2.3460467, 48.8197946), (2.3459881, 48.819779)]"
1256594050,Boulevard Jourdan,"[(2.3440392, 48.8195565), (2.3438889, 48.8195896), (2.3430315, 48.8196939), (2.3428497, 48.819718)]"
1256594051,Boulevard Kellermann,"[(2.3446762, 48.8195448), (2.3446555, 48.819544), (2.3445926, 48.8195417), (2.3445368, 48.8195397)]"
1256594053,Boulevard Jourdan,"[(2.3342704, 48.8211543), (2.3343248, 48.821142)]"
1256594054,Boulevard Jourdan,"[(2.3342096, 48.821168), (2.3342704, 48.8211543)]"
1256594055,Boulevard Jourdan,"[(2.3338479, 48.821244), (2.3339134, 48.8212486), (2.3341663, 48.8211935), (2.3342025, 48.8211696), (2.3342096, 48.821168)]"
1256594056,Boulevard Jourdan,"[(2.3337357, 48.8212674), (2.3337895, 48.8212562), (2.3338479, 48.821244)]"
1256594057,Boulevard Jourdan,"[(2.3305251, 48.822268), (2.3304211, 48.8222899)]"
1256594058,Boulevard Jourdan,"[(2.3304211, 48.8222899), (2.3303086, 48.8223153)]"
1256594059,Boulevard Jourdan,"[(2.329052, 48.8223374), (2.3291149, 48.8223252), (2.3291679, 48.8223135)]"
1256594060,Boulevard Jourdan,"[(2.3279727, 48.822578), (2.3289085, 48.8223696), (2.329052, 48.8223374)]"
1256594061,Boulevard Jourdan,"[(2.3278851, 48.8225982), (2.327927, 48.8225891), (2.3279727, 48.822578)]"
1256594062,Boulevard Jourdan,"[(2.326664, 48.8227265), (2.326786, 48.8227302), (2.327273, 48.8227299), (2.3278851, 48.8225982)]"
1256594063,Boulevard Jourdan,"[(2.3265523, 48.822722), (2.326603, 48.8227239), (2.326664, 48.8227265)]"
1256594064,Boulevard Jourdan,"[(2.3257213, 48.8229092), (2.3257484, 48.8229021), (2.325846, 48.8228816), (2.325933, 48.822861), (2.3265075, 48.8227244), (2.3265347, 48.8227229), (2.3265523, 48.822722)]"
1256594065,Boulevard Jourdan,"[(2.3265999, 48.8230985), (2.3265905, 48.8231005), (2.3265687, 48.8230918), (2.3265449, 48.8230847), (2.3265241, 48.8230821), (2.326505, 48.8230827), (2.3264831, 48.8230845), (2.3258344, 48.8232291), (2.3258027, 48.8232362)]"
1256594066,Boulevard Jourdan,"[(2.3267314, 48.8230697), (2.3266517, 48.8230878), (2.3265999, 48.8230985)]"
1256594067,Boulevard Brune,"[(2.3243695, 48.8232122), (2.3251965, 48.823024), (2.3252465, 48.8230141)]"
1256594068,Boulevard Brune,"[(2.3242976, 48.8232543), (2.3243351, 48.8232324), (2.3243695, 48.8232122)]"
1256594069,Boulevard Jourdan,"[(2.3255653, 48.8229437), (2.325669, 48.8229208)]"
1256594070,Boulevard Jourdan,"[(2.3257024, 48.8233007), (2.3256879, 48.823304), (2.3255931, 48.8233259)]"
1256594071,Boulevard Brune,"[(2.325431, 48.8233612), (2.325397, 48.8233425), (2.3253706, 48.8233388), (2.3253319, 48.8233432)]"
1256594072,Boulevard Brune,"[(2.3233157, 48.8238537), (2.3232991, 48.8238576), (2.3232673, 48.8238648)]"
1256594073,Boulevard Brune,"[(2.3231301, 48.823615), (2.3232834, 48.8235802)]"
1256594074,Boulevard Brune,"[(2.323018, 48.8236392), (2.3230348, 48.8236358), (2.3231301, 48.823615)]"
1256594075,Boulevard Brune,"[(2.322404, 48.8237756), (2.3224407, 48.8237681), (2.3224793, 48.8237601), (2.3224976, 48.8237563)]"
1256594076,Boulevard Brune,"[(2.3213409, 48.8240102), (2.3213714, 48.8240287), (2.3214281, 48.824026), (2.321439, 48.8240236), (2.3223615, 48.8238219), (2.322389, 48.8238031), (2.322404, 48.8237756)]"
1256594077,Boulevard Brune,"[(2.3211914, 48.8240442), (2.3212035, 48.8240414), (2.321265, 48.8240273), (2.3213278, 48.8240132), (2.3213409, 48.8240102)]"
1256594078,Boulevard Brune,"[(2.3203495, 48.8242322), (2.3203623, 48.8242419), (2.3203851, 48.8242486), (2.320411, 48.8242524), (2.3211448, 48.824091), (2.3211914, 48.8240442)]"
1256594079,Boulevard Brune,"[(2.3202395, 48.824258), (2.3202543, 48.8242543), (2.3202914, 48.8242459), (2.3203317, 48.8242353), (2.3203495, 48.8242322)]"
1256594080,Boulevard Brune,"[(2.3192027, 48.8244855), (2.3192384, 48.8244812), (2.3192583, 48.8244874), (2.3192807, 48.824487), (2.3195325, 48.8244415), (2.3195874, 48.8244301), (2.3196356, 48.8244197), (2.3196848, 48.8244132), (2.3197048, 48.8244106), (2.3202221, 48.8242942), (2.3202369, 48.824279), (2.3202395, 48.824258)]"
1256594081,Boulevard Brune,"[(2.3127505, 48.8262033), (2.312729, 48.8262071), (2.3126952, 48.8262), (2.3126587, 48.8262003), (2.3124326, 48.826247), (2.3123961, 48.8262547), (2.3116403, 48.8264135), (2.3115952, 48.8264238), (2.3110561, 48.8265463), (2.3103526, 48.8267039), (2.3089972, 48.8270024), (2.3088907, 48.8270257), (2.3086832, 48.8270713), (2.3086726, 48.8270607), (2.3086546, 48.8270382)]"
1256594082,Boulevard Brune,"[(2.3129416, 48.8261672), (2.3128124, 48.826192), (2.3127505, 48.8262033)]"
1256594083,Boulevard Brune,"[(2.3191013, 48.824507), (2.3191573, 48.8244951), (2.3192027, 48.8244855)]"
1256594084,Boulevard Brune,"[(2.3183565, 48.8246765), (2.3183913, 48.8246686), (2.3190443, 48.824519), (2.3191013, 48.824507)]"
1256594085,Boulevard Brune,"[(2.3182751, 48.8246944), (2.3183269, 48.824683), (2.3183565, 48.8246765)]"
1256594086,Boulevard Brune,"[(2.3168612, 48.8250106), (2.3169101, 48.8250217), (2.3178986, 48.8248101), (2.3181511, 48.8247527), (2.3181893, 48.824744), (2.3182091, 48.824732), (2.3182503, 48.8246999)]"
1256594087,Boulevard Brune,"[(2.3168024, 48.8250229), (2.3168401, 48.8250144), (2.3168612, 48.8250106)]"
1256594088,Boulevard Brune,"[(2.3167496, 48.8250339), (2.3167646, 48.8250308), (2.3168024, 48.8250229)]"
1256594089,Boulevard Brune,"[(2.3139664, 48.825639), (2.3140094, 48.825629), (2.3140453, 48.8256216), (2.3140602, 48.8256184)]"
1256594090,Boulevard Brune,"[(2.3125574, 48.8259514), (2.3128768, 48.8258811), (2.3137535, 48.8256863), (2.3139664, 48.825639)]"
1256594091,Boulevard Brune,"[(2.3123898, 48.8260256), (2.3124454, 48.8259994), (2.3124977, 48.8259748), (2.3125384, 48.8259556), (2.3125574, 48.8259514)]"
1256594092,Boulevard Brune,"[(2.3114468, 48.8262082), (2.3115083, 48.8262272), (2.3122919, 48.826049), (2.3123345, 48.8260393), (2.3123898, 48.8260256)]"
1256594093,Boulevard Brune,"[(2.3113577, 48.8262279), (2.3113958, 48.8262193), (2.3114306, 48.8262118)]"
1256594094,Boulevard Brune,"[(2.3107234, 48.8263688), (2.3107868, 48.8263853), (2.3109592, 48.8263473), (2.3113138, 48.8262691), (2.3113425, 48.8262313)]"
1256594095,Boulevard Brune,"[(2.3106177, 48.826391), (2.3106297, 48.826389), (2.3106689, 48.8263806), (2.3107046, 48.8263729), (2.3107234, 48.8263688)]"
1256594096,Boulevard Brune,"[(2.3101434, 48.8264997), (2.3101934, 48.8265155), (2.3105888, 48.8264303), (2.3106177, 48.826391)]"
1256594097,Boulevard Brune,"[(2.3100341, 48.8265246), (2.310053, 48.8265203), (2.3100874, 48.8265125), (2.3101278, 48.8265033), (2.3101434, 48.8264997)]"
1256594098,Boulevard Brune,"[(2.3093565, 48.8266728), (2.3094185, 48.8266878), (2.309933, 48.8265728), (2.3100079, 48.826556), (2.3100341, 48.8265246)]"
1256594099,Boulevard Brune,"[(2.3092566, 48.8266947), (2.3092688, 48.826692), (2.3093069, 48.8266837), (2.3093434, 48.8266757), (2.3093565, 48.8266728)]"
1256594100,Boulevard Brune,"[(2.3088512, 48.8267838), (2.3089125, 48.8267958), (2.3092122, 48.82673), (2.3092566, 48.8266947)]"
1256594101,Boulevard Brune,"[(2.3087483, 48.8268086), (2.3087644, 48.8268051), (2.308807, 48.8267956), (2.3088415, 48.8267872), (2.3088512, 48.8267838)]"
1256594102,Boulevard Brune,"[(2.3072005, 48.8272098), (2.3072788, 48.8271699), (2.3073232, 48.8271526), (2.3085275, 48.8268842), (2.3087093, 48.8268437), (2.3087483, 48.8268086)]"
1257500469,Boulevard Richard-Lenoir,"[(2.3709967, 48.8577696), (2.3705556, 48.8567884), (2.3705281, 48.8567608), (2.3705083, 48.856741), (2.3704986, 48.856723)]"
1257500470,Boulevard Richard-Lenoir,"[(2.3710673, 48.8579238), (2.3710204, 48.8578223), (2.3709967, 48.8577696)]"
1257827620,Place Denfert Rochereau,"[(2.3311986, 48.8347728), (2.3312705, 48.8347492), (2.3313309, 48.8347284), (2.3314778, 48.8346758), (2.3320695, 48.834463), (2.3321918, 48.8344447), (2.3323713, 48.8344354), (2.3326168, 48.8343755), (2.3326747, 48.8343513), (2.332792, 48.83429), (2.3328995, 48.8342453), (2.3330672, 48.8341454), (2.3331678, 48.8340779), (2.3332224, 48.834037), (2.3332384, 48.8340191), (2.3332699, 48.8339461), (2.3332594, 48.8338585), (2.3332416, 48.8337972)]"
1257827621,Place Denfert Rochereau,"[(2.3323687, 48.8341231), (2.3325701, 48.8341945), (2.332792, 48.83429), (2.3328635, 48.8343659), (2.3328829, 48.8344578), (2.3328464, 48.834581), (2.3328507, 48.8346767)]"
1257827622,Place Denfert Rochereau,"[(2.332689, 48.8347393), (2.3326555, 48.8347045), (2.3324311, 48.8346041), (2.3323141, 48.8345582), (2.3322513, 48.8344947), (2.3321918, 48.8344447), (2.3321803, 48.8343971), (2.3321769, 48.8343459), (2.3322203, 48.8342812), (2.3322553, 48.8342134)]"
1257827623,Place Denfert Rochereau,"[(2.3318586, 48.8349858), (2.3316718, 48.835002), (2.3315914, 48.834979), (2.3314988, 48.8349375), (2.3314412, 48.8348943), (2.3313141, 48.8347907), (2.3312705, 48.8347492), (2.3312462, 48.8347318)]"
1257890668,Avenue Denfert-Rochereau,"[(2.3364737, 48.8386451), (2.3364288, 48.8385873), (2.3362642, 48.8384245), (2.3356041, 48.8377602), (2.3354621, 48.8376164), (2.3353231, 48.8374752), (2.3351604, 48.8373098), (2.3347246, 48.836867), (2.3337888, 48.8359082), (2.3331045, 48.835183), (2.3327302, 48.8347829), (2.332689, 48.8347393)]"
1257890970,Avenue de l'Observatoire,"[(2.3365621, 48.839513), (2.33651, 48.8387218), (2.3364988, 48.8386864), (2.3364737, 48.8386451)]"
1258136754,Place de la Concorde,"[(2.3214681, 48.8656239), (2.3210982, 48.865743)]"
1258147342,Rue Duphot,"[(2.3250356, 48.8695078), (2.3250749, 48.8694947), (2.3251497, 48.8694634), (2.3251662, 48.8694432), (2.325189, 48.8693969), (2.3251952, 48.8693743)]"
1259798402,Rue Linois,"[(2.2819217, 48.8490685), (2.2819533, 48.8490574), (2.2827077, 48.8485517), (2.2828259, 48.848475), (2.2829361, 48.8484009), (2.2839448, 48.8477203), (2.284036, 48.847659)]"
1260557720,Rue Belgrand,"[(2.3986323, 48.8648389), (2.3987244, 48.864847), (2.3988668, 48.86485)]"
1260611240,Quai d'Orsay,"[(2.319221, 48.8626663), (2.3190989, 48.8626963)]"
1261822693,Boulevard Saint-Jacques,"[(2.3335598, 48.8337169), (2.3336003, 48.8336745), (2.334219, 48.8335037), (2.3349714, 48.8332959), (2.3354259, 48.8331705), (2.3358335, 48.8330583), (2.3358604, 48.8330512)]"
1261822695,Boulevard Saint-Jacques,"[(2.335975, 48.8330189), (2.3360726, 48.8329915)]"
1262248851,Avenue de Gravelle,"[(2.4009982, 48.8297976), (2.400947, 48.8297677), (2.4008893, 48.8297289), (2.400845, 48.8296945)]"
1262248852,Avenue de la Porte de Charenton,"[(2.4014797, 48.8294946), (2.4013657, 48.8295811), (2.4013145, 48.8296126)]"
1262248853,Avenue de la Porte de Charenton,"[(2.4012198, 48.8296742), (2.4011412, 48.8297231), (2.4009982, 48.8297976)]"
1262248854,Avenue de la Porte de Charenton,"[(2.4013145, 48.8296126), (2.4012198, 48.8296742)]"
