osmid,name,coordinates
637895419,,"[(2.2699583, 48.8670965), (2.2700375, 48.8670768)]"
637895420,Avenue du Maréchal Fayolle,"[(2.2719963, 48.8694756), (2.2720496, 48.8694931), (2.272061, 48.8694956)]"
637895421,Avenue Louis Barthou,"[(2.2674269, 48.8638856), (2.2684047, 48.8649891)]"
637895424,Route de la Porte Dauphine à la Porte des Sablons,"[(2.2743377, 48.8721584), (2.2743111, 48.87219), (2.2743016, 48.8721983), (2.2742912, 48.8722068), (2.2739463, 48.8723811), (2.273933, 48.8723853), (2.2739171, 48.8723868), (2.273749, 48.8723821)]"
638170163,Quai d'Austerlitz,"[(2.3655045, 48.8435897), (2.3660798, 48.8431669), (2.3661181, 48.8431409)]"
638580018,Boulevard Berthier,"[(2.3115329, 48.8936555), (2.3114639, 48.893653), (2.3114204, 48.8936515), (2.3113373, 48.8936268), (2.3106144, 48.8933588), (2.3102631, 48.8932212), (2.3100646, 48.8931304), (2.3098741, 48.8930422), (2.3092948, 48.892768), (2.3091204, 48.8926649), (2.3091051, 48.8926238)]"
640112941,Place Skanderbeg,"[(2.3702239, 48.9009881), (2.3702171, 48.9009303), (2.3702192, 48.9008785), (2.3702118, 48.9004694)]"
640112942,Place Skanderbeg,"[(2.3715569, 48.9011482), (2.3714888, 48.901173), (2.3713396, 48.9012205), (2.3712313, 48.901263), (2.3711828, 48.9012758), (2.3711445, 48.9012791), (2.3709749, 48.9012928), (2.3708598, 48.901295), (2.3707482, 48.9013043), (2.3706168, 48.9013281)]"
640112945,Place Skanderbeg,"[(2.3716241, 48.9004265), (2.3716468, 48.9004676), (2.3716937, 48.9005999), (2.3717125, 48.9007118), (2.3717205, 48.9008344), (2.3717278, 48.9009358)]"
641709731,Boulevard de Magenta,"[(2.3630587, 48.8685611), (2.3630903, 48.868611), (2.3630194, 48.8686899), (2.3629895, 48.8687226), (2.3628928, 48.8688307), (2.3626488, 48.8691019)]"
642290654,Place Skanderbeg,"[(2.3715643, 48.9003509), (2.3714784, 48.9003936)]"
648288279,Avenue de la Porte des Poissonniers,"[(2.3524852, 48.898445), (2.3524026, 48.8984999), (2.3523963, 48.8985463), (2.3523918, 48.8985793)]"
648288280,Avenue de la Porte des Poissonniers,"[(2.3518809, 48.9014908), (2.3519049, 48.9014367), (2.3519547, 48.9013536), (2.3520287, 48.900956), (2.3520398, 48.900889)]"
648288281,Avenue de la Porte des Poissonniers,"[(2.3523918, 48.8985793), (2.352471, 48.8985717)]"
649108551,Boulevard Vincent Auriol,"[(2.3728182, 48.8372135), (2.3726795, 48.8371418), (2.3719371, 48.8367574), (2.3718708, 48.8366968), (2.3714382, 48.8364616), (2.3713211, 48.8364008)]"
650543696,Quai de Bercy,"[(2.3756305, 48.8386713), (2.3756988, 48.8386297), (2.3757827, 48.8385795)]"
650606310,Avenue des Canadiens,"[(2.4590397, 48.8174319), (2.4590566, 48.8174397), (2.4596179, 48.8176976), (2.4598452, 48.8177967), (2.4598947, 48.8178348), (2.4599427, 48.8178709), (2.4606312, 48.8181979), (2.4607195, 48.8182279), (2.4607691, 48.8182444), (2.4607839, 48.8182493), (2.4612098, 48.8184612), (2.4614909, 48.8186011), (2.4615155, 48.8186133), (2.4620687, 48.8188994), (2.462123, 48.8189316), (2.4621593, 48.8189625)]"
654248640,Boulevard Diderot,"[(2.3818936, 48.8468857), (2.381871, 48.8467917)]"
654338449,Avenue des Champs-Élysées,"[(2.3011439, 48.8719572), (2.3004513, 48.8721768), (2.3004047, 48.8721919), (2.2996305, 48.8724366)]"
655895852,Avenue de la Porte de Pantin,"[(2.3975392, 48.8898242), (2.3975957, 48.8898394), (2.3981101, 48.8899779), (2.3984162, 48.8900637), (2.3988883, 48.89019), (2.3989591, 48.8902294)]"
656344418,Avenue de la Porte d'Aubervilliers,"[(2.3702041, 48.8990645), (2.3702097, 48.8989561), (2.3702115, 48.8989212), (2.3702135, 48.8988836)]"
656347850,Rue Richard Lenoir,"[(2.3809097, 48.857408), (2.3808514, 48.8573693)]"
656347853,Boulevard Voltaire,"[(2.3853001, 48.8548011), (2.3849277, 48.8550181), (2.384323, 48.85539), (2.3842265, 48.8554433), (2.3840132, 48.855561), (2.3834178, 48.8559142), (2.3834036, 48.8559226), (2.3829689, 48.8561865)]"
656347857,Boulevard Voltaire,"[(2.3828432, 48.8560991), (2.3832528, 48.8558543), (2.3832814, 48.8558373), (2.3832966, 48.8558283), (2.3840926, 48.8553563), (2.3842279, 48.8552761), (2.384809, 48.854929), (2.3850986, 48.8547521)]"
656543771,Rue Saint-Antoine,"[(2.368406, 48.8531833), (2.3683746, 48.8532061), (2.3683438, 48.8532197), (2.3683196, 48.853228), (2.3682867, 48.853237), (2.3682253, 48.853248), (2.3676828, 48.8533205), (2.3676238, 48.8533277)]"
656543773,Rue Saint-Antoine,"[(2.3626692, 48.8546326), (2.3626301, 48.85465), (2.3623241, 48.8547688), (2.3622859, 48.8548092), (2.3622655, 48.8548268), (2.3618932, 48.8549838), (2.3616451, 48.855057)]"
656826587,Avenue des Champs-Élysées,"[(2.3100489, 48.8687282), (2.3101313, 48.8687304), (2.3102387, 48.8687344)]"
657323916,Rue Malher,"[(2.3611358, 48.8551774), (2.3611386, 48.8552039), (2.3611453, 48.8552391)]"
660552593,Boulevard de Port-Royal,"[(2.3402673, 48.8386321), (2.340277, 48.8386084), (2.3419172, 48.838265), (2.3419667, 48.8382748)]"
660694339,Rue Gobert,"[(2.3834036, 48.8559226), (2.3833435, 48.8558796)]"
660694340,Boulevard Voltaire,"[(2.3821677, 48.856504), (2.3822274, 48.856547)]"
661605394,Rue Jules Romains,"[(2.3773589, 48.8742519), (2.3774044, 48.8742123)]"
663536541,Avenue de la Porte de Châtillon,"[(2.3145422, 48.8226418), (2.314223, 48.8224694)]"
663976191,Avenue de la Porte de Châtillon,"[(2.3146041, 48.8223878), (2.3149346, 48.8225578)]"
664615515,Quai des Grands Augustins,"[(2.3441762, 48.8538705), (2.3439708, 48.8539731), (2.343862, 48.8540273), (2.3434865, 48.8542047), (2.3432267, 48.8543369), (2.3430955, 48.8544037), (2.3426634, 48.8546128), (2.3425765, 48.8546595), (2.3424458, 48.8547332), (2.3421227, 48.8549492), (2.3417828, 48.8552061), (2.3417135, 48.8552596), (2.3416375, 48.8553186), (2.3413427, 48.8555159), (2.3410156, 48.8557591), (2.3406695, 48.8560053), (2.340628, 48.8560347), (2.3405991, 48.8560574), (2.3404625, 48.856165)]"
665448190,Boulevard Sérurier,"[(2.3998131, 48.8795172), (2.3998409, 48.8795082), (2.4011931, 48.8788337), (2.4012258, 48.8788174)]"
665450614,Boulevard Sérurier,"[(2.3966895, 48.8813283), (2.3966602, 48.8812502), (2.396782, 48.8811484), (2.3970746, 48.880963), (2.3971271, 48.8809305), (2.3973685, 48.8807858), (2.3974999, 48.8807012), (2.398353, 48.8802633), (2.398458, 48.8802622)]"
666538556,Avenue de la Porte d'Ivry,"[(2.3728184, 48.8196357), (2.3728518, 48.8196048), (2.373206, 48.8194283), (2.3732338, 48.8194144)]"
666899605,Place de la Bataille de Stalingrad,"[(2.3704116, 48.8829362), (2.3703516, 48.8829938)]"
667508053,Place Robert Guillemard,"[(2.2810847, 48.8362124), (2.2811115, 48.8361956), (2.2811604, 48.8361307), (2.2811788, 48.8360966), (2.2812188, 48.8360225), (2.2812317, 48.8360082), (2.281249, 48.8359648)]"
668044136,Rue de Châteaudun,"[(2.3427458, 48.8757534), (2.3426982, 48.8757584), (2.3421248, 48.8757904), (2.3420201, 48.8757963), (2.3418807, 48.8758045), (2.3409818, 48.8758632), (2.3405033, 48.8758985), (2.3404704, 48.8759022), (2.3404, 48.8759075), (2.3403745, 48.8759101)]"
668204222,Place des Ternes,"[(2.2986645, 48.878273), (2.2986859, 48.8783329)]"
668210012,Rue de Lagny,"[(2.4115016, 48.8491147), (2.4115988, 48.8491227)]"
668235515,Boulevard Morland,"[(2.3626145, 48.8511271), (2.3626217, 48.8511149), (2.3626206, 48.8511085), (2.3626147, 48.8511028), (2.3625926, 48.8510957), (2.3625631, 48.851095), (2.3624035, 48.8510461), (2.3623762, 48.8510277), (2.3623652, 48.8510031), (2.3623648, 48.8509711)]"
668243686,Place Félix Éboué,"[(2.3962782, 48.8392691), (2.3963024, 48.839312)]"
668878769,Quai Saint-Michel,"[(2.3467429, 48.8531623), (2.3466774, 48.8531808), (2.3461103, 48.8533293), (2.3445602, 48.8537458)]"
668878771,Quai de Montebello,"[(2.3504558, 48.8514761), (2.350384, 48.8515032), (2.3496813, 48.8517814), (2.3495829, 48.8518209), (2.349486, 48.8518608), (2.3492989, 48.8519444), (2.3492382, 48.8519724), (2.3484917, 48.8522995), (2.3483956, 48.852341), (2.3483715, 48.8523507)]"
668878772,Quai de la Tournelle,"[(2.3568639, 48.8494213), (2.3567357, 48.8494535), (2.3566608, 48.849476), (2.3564694, 48.8495318), (2.3562002, 48.8496168), (2.3560512, 48.8496652), (2.3559257, 48.8497036), (2.3551135, 48.8499549), (2.3549126, 48.8500171), (2.3547398, 48.8500735), (2.3542223, 48.8502425), (2.3541966, 48.8502509), (2.3534941, 48.8504703), (2.353454, 48.8504828), (2.3532023, 48.8505614)]"
668878774,Rue des Fossés Saint-Bernard,"[(2.3560512, 48.8496652), (2.3560363, 48.8496235)]"
668878775,Rue des Fossés Saint-Bernard,"[(2.3562002, 48.8496168), (2.3561875, 48.849578)]"
670921873,Boulevard Voltaire,"[(2.388401, 48.8529461), (2.3883602, 48.8529709), (2.3878946, 48.8532549), (2.38766, 48.8533949), (2.387548, 48.8534617), (2.3874157, 48.8535406), (2.3870124, 48.8537812), (2.3867049, 48.8539647), (2.3861285, 48.8543085), (2.3857605, 48.8545281), (2.3855784, 48.8546392)]"
670921874,Boulevard Voltaire,"[(2.3853473, 48.8545997), (2.3860824, 48.8541609), (2.3865697, 48.85387), (2.3875279, 48.8533026), (2.3876133, 48.8532463), (2.3877439, 48.8531691), (2.3882534, 48.852873), (2.3882933, 48.8528491), (2.3885415, 48.8526973), (2.3889684, 48.8524402)]"
670922689,Rue d'Aubervilliers,"[(2.3657473, 48.8855633), (2.365712, 48.8855065), (2.3648219, 48.8845637), (2.3647921, 48.8845395), (2.3647614, 48.8845125)]"
670922690,Rue du Château Landon,"[(2.3644681, 48.8842305), (2.3644786, 48.8841653), (2.3644772, 48.8841589), (2.3643176, 48.8838926), (2.3642995, 48.883867), (2.364256, 48.8838052), (2.3641828, 48.8837012), (2.3638168, 48.8831658), (2.3638147, 48.8831632), (2.3632368, 48.8822566), (2.3631671, 48.8822012), (2.3631201, 48.8821615), (2.3630725, 48.8821235), (2.3629142, 48.881977), (2.3628829, 48.8819006), (2.363001, 48.8818304), (2.3629827, 48.8817935), (2.3624163, 48.8808192), (2.3623916, 48.8807593)]"
670938674,Rue de Rivoli,"[(2.3463841, 48.8590629), (2.3465546, 48.8590078), (2.3472164, 48.858795), (2.3473675, 48.8587445), (2.3474362, 48.8587222), (2.3476323, 48.8586583), (2.3480465, 48.8585254), (2.3481215, 48.8584996)]"
670949798,Rue Dante,"[(2.345906, 48.8509469), (2.345759, 48.8509427)]"
671117355,,"[(2.3214224, 48.821276), (2.3214717, 48.821235)]"
671117358,Avenue de la Porte de Montrouge,"[(2.3226622, 48.822658), (2.3225583, 48.8225935), (2.3225419, 48.8225629), (2.322443, 48.8223754), (2.3221112, 48.8220092), (2.3214224, 48.821276), (2.3211408, 48.8211498), (2.3211369, 48.821109)]"
671561447,Avenue Daumesnil,"[(2.3709981, 48.8493843), (2.3710609, 48.8493335), (2.3710816, 48.8493186), (2.371194, 48.8492369), (2.3712939, 48.8491759)]"
671561448,Rue de Lyon,"[(2.3706503, 48.8495867), (2.3702326, 48.8505199), (2.3700494, 48.8509357), (2.3698745, 48.8513326)]"
672634668,Quai de l'Hôtel de Ville,"[(2.3564963, 48.853885), (2.3565075, 48.8538764), (2.3565441, 48.8538694), (2.3565932, 48.8538583), (2.3566819, 48.8538315), (2.3568525, 48.853771), (2.3568876, 48.8537553), (2.3569444, 48.8537246), (2.3569679, 48.853721)]"
672747077,Route des Moulins,"[(2.2334288, 48.8639237), (2.2334247, 48.8639546), (2.2334462, 48.8642064), (2.2334552, 48.8642248), (2.2338939, 48.8645396), (2.234327, 48.8648605), (2.2343738, 48.8648818), (2.2344414, 48.8649158)]"
672988394,Boulevard Vincent Auriol,"[(2.3734543, 48.8375115), (2.373413, 48.837522), (2.3732683, 48.8374433), (2.3729069, 48.8372591)]"
673649333,Rue de Constantine,"[(2.3147001, 48.8580396), (2.3146921, 48.8581377), (2.314718, 48.8583521)]"
675974622,Place Skanderbeg,"[(2.3705596, 48.9012227), (2.3704726, 48.9011623), (2.3704022, 48.9011103), (2.3703668, 48.9010878)]"
675974623,Place Skanderbeg,"[(2.3710822, 48.9002208), (2.3711921, 48.9001608)]"
676734571,Rue de Poissy,"[(2.3534941, 48.8504703), (2.3534692, 48.8504326), (2.3535052, 48.8503762)]"
676734572,Quai de la Tournelle,"[(2.3512088, 48.8511997), (2.3511744, 48.8512083), (2.3511339, 48.8512206), (2.3508942, 48.8513023), (2.3504558, 48.8514761)]"
678399473,Rue Lecourbe,"[(2.2902638, 48.838773), (2.2904254, 48.8388204), (2.2914103, 48.8390775)]"
678399474,Rue Lecourbe,"[(2.2836631, 48.8368519), (2.2837067, 48.8368716), (2.2839345, 48.8369574), (2.2843093, 48.8371105), (2.2846781, 48.8372453), (2.2849457, 48.8373355), (2.2850921, 48.8373821), (2.2852181, 48.8374243), (2.2855476, 48.8375354), (2.2856621, 48.8375719), (2.2857141, 48.8375881), (2.2861969, 48.8377125), (2.2870077, 48.837934)]"
678407639,Rue de Turbigo,"[(2.3479051, 48.8636361), (2.3480174, 48.8636271), (2.348057, 48.8636242)]"
678452402,Rue du Château Landon,"[(2.3645635, 48.8843756), (2.3645246, 48.8843114)]"
678453336,,"[(2.363001, 48.8818304), (2.3630516, 48.8818179)]"
678627546,Rue de Pontoise,"[(2.3526134, 48.8507445), (2.3525933, 48.8507148)]"
678627547,Rue de l'Hôtel Colbert,"[(2.3492382, 48.8519724), (2.3491991, 48.8519364), (2.3491502, 48.8519127)]"
678627548,Rue du Haut Pavé,"[(2.3495829, 48.8518209), (2.3495522, 48.8517753), (2.3495314, 48.8517452)]"
679206974,Avenue de la Porte d'Asnières,"[(2.3025282, 48.8910624), (2.3026, 48.8910574), (2.3026778, 48.8910933), (2.3027719, 48.8911368)]"
679237672,Rue Raoul Wallenberg,"[(2.4083565, 48.879794), (2.4082214, 48.8798328)]"
679274250,Boulevard Bessières,"[(2.3229167, 48.8974731), (2.3229164, 48.8974845), (2.3229157, 48.8975273), (2.3229155, 48.8975348)]"
679274253,Rue Pouchet,"[(2.3229888, 48.8973114), (2.3229901, 48.897322), (2.3229873, 48.8973349), (2.3229855, 48.8973431), (2.3229687, 48.8973643), (2.3229546, 48.8973744), (2.3229193, 48.8973774), (2.3229182, 48.8973883)]"
679456531,Rue Julia Bartet,"[(2.3042243, 48.8271288), (2.3042615, 48.8270971), (2.304322, 48.8270447)]"
679894148,Avenue du Maréchal Maunoury,"[(2.2664623, 48.8627116), (2.266472, 48.8627573)]"
680211088,Avenue de Verdun,"[(2.3605956, 48.8761021), (2.3604867, 48.8761214)]"
680211089,,"[(2.3612844, 48.8774562), (2.3613867, 48.8774244)]"
680211090,,"[(2.3616087, 48.877835), (2.3615294, 48.8778608)]"
680211091,Rue du Faubourg Saint-Martin,"[(2.3609563, 48.8769144), (2.3609189, 48.8768527), (2.3607285, 48.8765314), (2.3605467, 48.8762244), (2.3604867, 48.8761214)]"
680213115,Rue du Temple,"[(2.3630635, 48.8672143), (2.3622279, 48.8668965), (2.3620438, 48.8668434), (2.3619265, 48.8668091)]"
680213116,,"[(2.356907, 48.8656071), (2.3568813, 48.8656544)]"
680213898,Boulevard de Sébastopol,"[(2.3509053, 48.8634915), (2.3509474, 48.8635642), (2.351265, 48.8641132), (2.3513068, 48.8641854)]"
680311658,Rue de Presbourg,"[(2.2930171, 48.8744195), (2.2929772, 48.8743593), (2.2929645, 48.8743368), (2.292954, 48.8743182), (2.2929041, 48.8742296), (2.2928868, 48.8741938), (2.2928579, 48.8741341), (2.2928257, 48.874019), (2.2928029, 48.8738966), (2.2927975, 48.8737791), (2.2928023, 48.8737277), (2.2928079, 48.8736585), (2.292822, 48.8735899), (2.2928398, 48.873507), (2.2928462, 48.8734844), (2.2928642, 48.873421), (2.2929176, 48.873307), (2.2929846, 48.8731938), (2.2930513, 48.8731041), (2.2930919, 48.8730598), (2.293162, 48.8729832), (2.2932423, 48.8729054), (2.2932636, 48.8728842), (2.2933772, 48.8727916), (2.2935033, 48.8727047), (2.2936397, 48.8726271), (2.2937873, 48.8725565), (2.2938827, 48.872518), (2.2939408, 48.8724935), (2.2940726, 48.872448), (2.294103, 48.8724378), (2.2942737, 48.8723906), (2.2944873, 48.8723472), (2.2946222, 48.8723287), (2.2948023, 48.872311), (2.2949839, 48.8723031), (2.295078, 48.8723022), (2.295166, 48.8723048), (2.2952665, 48.8723111), (2.2953472, 48.8723162), (2.2955043, 48.8723345), (2.2955265, 48.8723372), (2.2957026, 48.8723676), (2.2958744, 48.8724073), (2.2960261, 48.8724517), (2.2960407, 48.872456), (2.2961977, 48.8725124), (2.296338, 48.8725727), (2.2963505, 48.8725781), (2.2964923, 48.8726504), (2.2966146, 48.8727263), (2.2967421, 48.8728152), (2.2968032, 48.8728688), (2.2968379, 48.8728996), (2.2968487, 48.8729087), (2.2969172, 48.8729777), (2.2969728, 48.8730503)]"
681154318,Place Édouard Renard,"[(2.406596, 48.8353603), (2.4065695, 48.8353038), (2.4065929, 48.8352881), (2.4067737, 48.8352255), (2.4068547, 48.8351975)]"
681392781,Quai d'Issy-les-Moulineaux,"[(2.265389, 48.8343687), (2.265348, 48.8343545), (2.2653126, 48.8343409), (2.2652875, 48.834329), (2.2652522, 48.8343008), (2.265229, 48.8342796), (2.2652285, 48.8342791), (2.2651959, 48.8342493)]"
682364120,Boulevard de Charonne,"[(2.3990404, 48.8488592), (2.3991247, 48.8487685), (2.3990737, 48.8484888), (2.399124, 48.8484605)]"
682471314,Boulevard Pasteur,"[(2.3106553, 48.8449514), (2.3106878, 48.844939), (2.3107035, 48.8449254), (2.3107101, 48.8449142), (2.3107281, 48.8448863), (2.3107792, 48.8448158), (2.310842, 48.8447369), (2.3109756, 48.8445793), (2.3111177, 48.8443889), (2.3112672, 48.8442052), (2.3113929, 48.844049), (2.3115469, 48.8438495), (2.3117152, 48.8436331), (2.311978, 48.8433134), (2.312207, 48.8430176), (2.3122598, 48.8429554), (2.3122916, 48.8429136), (2.3123232, 48.842872), (2.3123428, 48.8428463), (2.3124042, 48.8427657), (2.312442, 48.842716), (2.3125917, 48.8425264), (2.3129065, 48.8421272), (2.3129251, 48.8421029)]"
682936834,Boulevard de Picpus,"[(2.4023276, 48.8451549), (2.4022839, 48.8452538), (2.4022279, 48.8452916), (2.4003645, 48.8465509), (2.3997188, 48.8469872), (2.3995466, 48.8471035)]"
682936835,Place des Antilles,"[(2.3991153, 48.8483803), (2.3990139, 48.8483713)]"
683061886,,"[(2.4113838, 48.8650397), (2.4113787, 48.8649886), (2.4113681, 48.8649173)]"
683061887,,"[(2.4112271, 48.8651984), (2.4112675, 48.8651704), (2.411304, 48.8651428), (2.4113413, 48.8651105)]"
683061888,Avenue de la Porte de Bagnolet,"[(2.4114928, 48.8654465), (2.4112868, 48.8652533), (2.4112271, 48.8651984)]"
683068828,Boulevard Sérurier,"[(2.3955349, 48.888108), (2.3955721, 48.8880964), (2.3956829, 48.8881011)]"
683072558,Rue Chaudron,"[(2.364256, 48.8838052), (2.3642975, 48.8837865)]"
683121681,,"[(2.2749975, 48.8768031), (2.2750064, 48.8767423), (2.2750128, 48.8767187), (2.275072, 48.8767034)]"
683238071,Rue du 8 Mai 1945,"[(2.3561677, 48.8765712), (2.3560887, 48.8765644), (2.3560406, 48.8765613), (2.3559842, 48.8765656)]"
683304588,Place Paul Éluard,"[(2.3599473, 48.8901722), (2.3600499, 48.8901428), (2.3601267, 48.8901353), (2.3602224, 48.8901801)]"
683310552,Route de Sèvres à Neuilly,"[(2.2391746, 48.8631496), (2.2387185, 48.8624105), (2.2385611, 48.8622028)]"
683944365,Quai d'Ivry,"[(2.3877003, 48.825715), (2.3880715, 48.8254471), (2.3883657, 48.825253), (2.388514, 48.8251452), (2.3885758, 48.8251037)]"
685289700,Boulevard Saint-Michel,"[(2.3407617, 48.8473552), (2.3407055, 48.8472625), (2.340571, 48.8470446)]"
685895006,Avenue de la Porte d'Ivry,"[(2.3729905, 48.8197859), (2.3728674, 48.8198469), (2.37258, 48.8199893), (2.3725388, 48.82001), (2.3720632, 48.8202483), (2.3719845, 48.8202877)]"
686192426,Place Cambronne,"[(2.3016518, 48.847647), (2.3017706, 48.8476557), (2.3018392, 48.8476685), (2.3018446, 48.8476758)]"
686194285,Quai de Grenelle,"[(2.2884811, 48.8547845), (2.2885367, 48.8547303), (2.2885925, 48.8546791), (2.288619, 48.8546531), (2.2886548, 48.8546178), (2.2886652, 48.854602)]"
688234525,Rue de Rivoli,"[(2.3407946, 48.8608726), (2.3409475, 48.8608235), (2.3409972, 48.8608082), (2.3411721, 48.8607543), (2.3412341, 48.8607354), (2.3419781, 48.8604874), (2.342001, 48.8604798), (2.3420973, 48.8604501), (2.3421394, 48.8604371), (2.3423229, 48.860378), (2.3424565, 48.8603362), (2.3432871, 48.8600668), (2.3433922, 48.8600342), (2.3435056, 48.8599969), (2.3437903, 48.8599036), (2.3439523, 48.859853)]"
688388693,,"[(2.3406695, 48.8560053), (2.3406063, 48.8559693)]"
688446488,Quai de la Loire,"[(2.3707001, 48.8831206), (2.3710746, 48.8835508)]"
688751313,Boulevard de Sébastopol,"[(2.3524917, 48.8663161), (2.3525378, 48.8663995), (2.3528685, 48.8669976), (2.3528974, 48.8670499), (2.3529577, 48.8671579), (2.3531978, 48.8675879), (2.3532319, 48.867649), (2.3533853, 48.8679191), (2.353508, 48.8681466), (2.3535365, 48.8681995), (2.3536479, 48.8684018), (2.3537885, 48.86864), (2.3538166, 48.8686877), (2.3539339, 48.8689107), (2.3539496, 48.8689465)]"
689134758,Rue Montmartre,"[(2.3428205, 48.8697154), (2.3431157, 48.8691328), (2.3431604, 48.8690446), (2.3431958, 48.8689735), (2.3432784, 48.8688077), (2.3432944, 48.8687702), (2.3433764, 48.8685778), (2.3435085, 48.8682815), (2.3436045, 48.8681688)]"
690204911,Avenue Daumesnil,"[(2.3706503, 48.8495867), (2.3706763, 48.8495795), (2.3707072, 48.8495752), (2.3707871, 48.8495588), (2.3708448, 48.8495116), (2.3709031, 48.8494611)]"
690208735,Rue du Faubourg Saint-Antoine,"[(2.3702286, 48.8532182), (2.3703081, 48.8532185), (2.370361, 48.8532099), (2.3703937, 48.8531962), (2.3704216, 48.8531809), (2.3704452, 48.853166), (2.3705464, 48.8530988), (2.3709018, 48.8528504), (2.37121, 48.8526793), (2.3715093, 48.8525275), (2.3716211, 48.8524724), (2.3719364, 48.8523589), (2.3720475, 48.8523289), (2.3723421, 48.8522397), (2.3728529, 48.8520878), (2.3731726, 48.8519938), (2.3732124, 48.8519821), (2.3734209, 48.8519242), (2.3736159, 48.851869), (2.3736637, 48.8518551), (2.3737639, 48.8518279), (2.3739406, 48.8517801), (2.3741501, 48.8517292), (2.3747393, 48.8515828)]"
690212290,Rue Lecourbe,"[(2.3065007, 48.8437244), (2.3065547, 48.8437355), (2.3066355, 48.8437537), (2.3066386, 48.8437544), (2.3067314, 48.8437702), (2.3067783, 48.8437812), (2.3069628, 48.8438426), (2.3081284, 48.8441795), (2.308224, 48.8442071), (2.3082995, 48.8442289), (2.3086623, 48.84433), (2.3087346, 48.8443532)]"
690220716,Boulevard Vincent Auriol,"[(2.3617336, 48.8330042), (2.3616521, 48.8329766), (2.3602074, 48.8324986), (2.359072, 48.8321128), (2.3589331, 48.832067)]"
690232817,Quai de Conti,"[(2.3404625, 48.856165), (2.3403212, 48.8562632), (2.3401677, 48.8563508), (2.3399774, 48.8564593), (2.3397666, 48.8565795), (2.3386713, 48.8572116), (2.3381694, 48.8575038), (2.3381221, 48.857526), (2.3380709, 48.8575435), (2.3372083, 48.8577355), (2.3363457, 48.8579294), (2.3362748, 48.8579408)]"
690233417,Quai Valéry Giscard d'Estaing,"[(2.3278617, 48.8600462), (2.327617, 48.860138), (2.3272931, 48.8602796), (2.3271851, 48.860314), (2.326066, 48.8606563), (2.3258547, 48.8606863)]"
690434061,Rue Duranton,"[(2.2890559, 48.8384652), (2.2889878, 48.8384832)]"
690434062,Impasse Chandon,"[(2.2883635, 48.8382898), (2.2883451, 48.8383176)]"
690434063,Rue Jean Maridor,"[(2.2876868, 48.8381143), (2.2876752, 48.8381365)]"
690434065,Rue Lecourbe,"[(2.2870077, 48.837934), (2.2875374, 48.8380746), (2.2876868, 48.8381143), (2.2877366, 48.8381276), (2.2882745, 48.8382663), (2.2883635, 48.8382898), (2.2889085, 48.8384307), (2.2890559, 48.8384652), (2.2890881, 48.838472), (2.2892341, 48.8385137)]"
690434066,Rue Lecourbe,"[(2.3006925, 48.8419957), (2.3007211, 48.8420041), (2.3010613, 48.8421021), (2.3017444, 48.8422989), (2.3025225, 48.8425408), (2.3025948, 48.8425623)]"
691660161,,"[(2.3687414, 48.82154), (2.3687576, 48.8215183), (2.3688074, 48.8214536), (2.3688408, 48.8214099)]"
691660163,Boulevard Masséna,"[(2.3688408, 48.8214099), (2.3688597, 48.8213877), (2.3688822, 48.8213612), (2.368896, 48.821345), (2.3689223, 48.821314)]"
691660164,Boulevard Masséna,"[(2.3648296, 48.8201227), (2.3648139, 48.8201443), (2.3647434, 48.8201892)]"
691660175,Boulevard du Général Martial Valin,"[(2.2772015, 48.8364242), (2.2770526, 48.8364944), (2.276397, 48.8366404), (2.2755083, 48.8368435), (2.2746398, 48.8370566), (2.2745779, 48.8370717)]"
693014367,Rue de Rivoli,"[(2.3337726, 48.8632106), (2.3324752, 48.8636282)]"
693014368,Rue de Rivoli,"[(2.3236801, 48.8663157), (2.3238935, 48.8662956), (2.3240126, 48.8662806), (2.3241327, 48.8662607), (2.3242022, 48.8662447), (2.3249844, 48.865986), (2.3250848, 48.8659537), (2.325968, 48.8656689), (2.3260809, 48.8656329), (2.3272303, 48.8652664), (2.3274214, 48.8652038), (2.329259, 48.8646061), (2.3293558, 48.8645748), (2.3300752, 48.8643427), (2.3301847, 48.8643062), (2.3311838, 48.8639812), (2.3313042, 48.8639427), (2.331754, 48.8637987), (2.3320515, 48.8637024), (2.3321564, 48.8636685)]"
693110778,,"[(2.3257599, 48.823064), (2.3257633, 48.8230778), (2.325771, 48.8231087), (2.3257744, 48.8231224)]"
693307446,Rue de Rivoli,"[(2.3456606, 48.8593331), (2.3451633, 48.8594938), (2.3449431, 48.8595654), (2.3449002, 48.8595792), (2.3447985, 48.8596121)]"
693578318,Avenue des Champs-Élysées,"[(2.3190805, 48.866249), (2.3164527, 48.8670866), (2.3164154, 48.8670985), (2.3149993, 48.8675499), (2.3149693, 48.8675595), (2.3139556, 48.8678809)]"
694641603,Rue de Rivoli,"[(2.3473883, 48.8587765), (2.3472371, 48.8588247), (2.3466078, 48.8590265), (2.3465748, 48.8590372), (2.3464146, 48.8590891)]"
694769030,Rue Gaston de Caillavet,"[(2.2824729, 48.8500621), (2.2825318, 48.8500302)]"
694769031,Rue du Théâtre,"[(2.2836167, 48.850868), (2.2836584, 48.850845), (2.2837105, 48.8508183)]"
694769032,Quai de Grenelle,"[(2.2871344, 48.8533777), (2.286505, 48.852911), (2.2861876, 48.8526947), (2.2861166, 48.8526443)]"
